device_id|days
199163356|1#3#4#5#9#10#14#16#17#25#28#37#41#43#45#46#51#57#58#59
199164468|1#2#5#7#8#9#10#11#12#13#14#16#24#26#30#31#33#35#36#37#38#39#40#41#46#47#50#52#53#55#57#58#59#60
199165359|9#19#23#36#38#49#51#52#56#57
199165385|1#4#5#6#7#8#10#11#12#13#14#15#16#17#18#22#24#25#33#35#37#38#40#41#43#44#45#47#52#53#54#55#56#57#58#59#60
199165481|1#2#3#6#7#8#11#12#13#14#15#16#17#18#19#20#21#24#26#27#29#33#34#35#37#41#42#43#50#52#53#54#59#60
199166096|3#8#10#14#17#20#22#29#30#35#38#41#43#45#46#47#60
199167486|1#2#3#4#5#6#7#8#9#10#11#12#13#14#15#16#17#18#19#20#21#22#23#24#25#26#27#28#29#30#31#32#33#34#35#36#37#38#39#40#41#42#43#44#45#46#47#48#49#50#51#52#53#54#55#56#57#58#59#60
199168322|4#5#12#13#14#19#23#31#34#35#36#37#38#39#40#53#58
199168909|3#5#10#16#38#39#40#41#42#43#44#45#52#56#58#60
199170407|6#7#10#11#12#13#14#15#16#17#18#19#20#21#22#23#25#27#29#30#31#32#36#38#43#44#45#46#47#48#50#51#52#53#55#56#57#58#59
199171018|4#5#6#7#8#9#10#11#12#15#20#26#34#37#38#39#42#57
199171038|1#9#14#19#25#28#32#33#38#48#49#50#51#57
199173871|1#2#3#5#6#7#8#9#10#11#13#14#16#17#18#19#20#21#22#23#24#25#26#27#29#30#31#32#33#34#35#36#37#38#39#40#41#42#43#44#45#46#47#49#50#51#53#54#55#56#57#58#59#60
199174390|3#4#6#7#8#11#14#17#18#19#21#25#29#36#37#38#40#41#42#45#46#48#52#53#54#56#57#58#60
199174964|1#4#5#6#7#8#9#10#11#12#13#15#17#18#19#21#22#25#29#31#32#33#36#37#38#39#40#41#43#44#45#46#48#50#51#52#53#54#58#60
199175944|5#28#32#39#45#49#51#54#59#60
199176873|2#10#17#36#42#43#45#57#59#60
199176929|9#10#11#16#17#21#22#29#30#31#32#33#34#35#36#37#38#40#41#42#43#44#45#46#47#55#56#57#59#60
199177094|1#2#3#4#6#7#8#9#10#11#12#13#14#15#17#18#19#20#21#22#23#27#28#29#30#31#32#34#35#37#39#40#41#42#43#44#45#46#47#48#49#50#51#53#54#55#58
199177212|4#5#6#7#9#10#11#12#13#14#15#16#23#27#28#34#35#38#42#43#47#52#54#57#59
199177471|1#2#3#6#7#12#13#15#19#21#25#26#29#33#34#35#38#46#56
199178041|28#50#51#52#53#54#55#56#57#58#59#60
199178736|11#13#19#20#25#27#35#36#38#44#48#49#55#57#58#60
199178949|1#2#3#4#5#6#7#9#10#11#12#13#14#15#16#32#34#36#40#41#42#56
199180753|1#4#5#6#7#8#9#10#11#12#13#14#15#16#18#19#20#24#25#26#28#29#30#31#32#33#34#36#37#38#39#40#41#44#45#50#51#52#53#54#56#57#59#60
199181510|14#22#23#24#27#28#29#30#31#32#33#34#36#37#38#39#40#44#46#47#48#49#50#51#52#53#54#55#56#57#58#59#60
199182194|3#4#27#29#30#32#35#36#37#38#39#40#41#42#45#48#49#50#53#55#56#57#58
199183749|28#29#30#34#35#42#45#46#47#49#50#52
199187643|9#11#16#19#27#28#29#30#45#46#48#50
199188059|2#6#12#14#16#18#24#25#26#27#32#35#41#42#43#51#58#60
199189673|4#5#6#7#10#11#12#13#14#17#18#19#20#21#22#24#25#26#27#28#29#30#31#32#33#34#35#36#37#38#39#40#41#44#49#50#51#55#56#57#58#59#60
199190370|1#10#11#12#13#15#16#17#18#19#20#21#23#24#25#26#27#28#29#30#31#32#33#34#35#36#37#38#39#40#41#42#43#44#45#46#47#48#49#50#51#52#53#54#55#56#57#58#59#60
199192105|3#4#5#6#7#8#12#15#16#25#27#31#32#34#37#38#45#48#51#55
199192106|1#2#3#4#5#11#12#27#28#29#30#31#32#36#52#53#54#55#56#57
199192229|3#4#8#9#10#11#16#18#28#35#36#38#50#53#56#57#58
199192530|1#2#3#4#5#6#7#8#9#10#11#12#15#16#18#20#21#22#23#27#29#34#38#39#50#56
199193357|1#2#3#4#7#8#12#13#14#15#16#17#19#21#22#25#30#31#32#33#34#35#41#42#43#44#45#47#48#49#51#52#54#55#56#57#58#59#60
199193904|2#8#9#11#14#15#17#18#19#24#25#26#27#29#30#31#35#38#52#53#54#55#56#57#59#60
199195352|4#9#10#11#14#19#22#23#24#25#26#27#28#29#32#33#34#35#36#37#40#44#47#50#51#53#54#55#56#57#58
199196009|1#2#3#6#20#23#24#29#30#37#38#39#40#43#44#45#46#48#50#51#52#53#54#56#57#58#59#60
199196237|1#4#5#10#17#31#33#34#36#37#42#44#45#48#49#52#53#55#56#57#59
199196432|1#7#8#9#10#11#13#14#15#16#19#21#26#28#30#33#39#41#43#47#48#52#54#60
199197477|13#32#35#37#38#41#42#43#44#45#46#47#53#54#55#58#60
199197676|2#7#10#12#16#27#31#32#46#47#50#60
199198848|2#3#4#5#6#7#8#9#11#12#13#19#20#27#28#29#30#31#32#33#34#35#38#39#40#41#43#44#45#54#55#59#60
199200880|1#4#5#6#7#8#13#14#15#16#19#20#21#25#26#27#28#29#30#32#35#36#39#43#45#46#47#48#52#53#54#55#56#57#60
199200903|1#2#3#5#6#7#9#10#12#13#14#15#16#17#18#19#20#21#22#23#24#25#26#27#28#29#38#43#45#46#48#49#56#57#58#59
199201360|29#30#31#32#35#38#45#46#51#58
199201591|2#3#4#5#6#7#8#9#10#14#15#16#18#19#20#21#22#25#26#31#36#38#39#41#44#45#46#48#49#50#59#60
199201906|1#7#18#21#26#27#28#30#32#35#38#39#41#45#47#54#55#57
199202394|1#2#3#4#5#6#7#8#10#11#12#13#14#15#16#17#18#19#20#21#22#23#24#25#26#27#28#29#30#31#32#33#34#35#36#37#38#39#40#42#45#48#49#50#51#52#53#54#55#56#57#58#59#60
199203544|1#8#10#14#16#32#36#40#42#44#46#54#57#60
199205540|2#3#4#5#6#7#8#9#10#11#13#14#16#17#18#19#21#22#23#24#25#26#29#33#36#37#38#39#40#43#44#45#51#55#57#58#60
199206921|1#2#3#4#5#6#7#8#9#10#11#12#13#14#15#16#17#18#19#20#21#22#23#24#25#26#27#28#29#30#31#32#33#34#35#36#37#38#39#40#41#42#43#44#45#46#47#48#49#50#51#52#53#54#55#56#58#59#60
199207151|11#23#24#25#26#27#28#29#30#31#32#33#36#37#40#41#42#43#44#45#46#47#59#60
199207607|16#19#23#25#27#28#29#33#35#38#39#41#43#44#46#47#48#50#51#52#54#56#60
199208675|22#23#28#29#31#32#33#34#36#51
199209096|3#4#23#24#27#28#30#31#32#35#37#39#41#49#53#54
199209834|1#2#3#4#5#6#7#8#9#10#11#12#13#14#15#16#18#19#22#45#47#52#54
199211068|3#5#6#8#9#17#19#24#28#32#34#39#42#46#47
199211335|3#8#9#11#30#32#34#37#41#46#55#56#58
199212419|5#6#7#11#12#13#17#18#20#21#22#23#25#29#31#33#36#38#43#47#48#49#50#51#53#54#55#56#57#60
199212960|1#16#19#23#25#32#37#42#54#59
199215557|13#15#16#17#18#19#21#25#34#35#37#38#40#41#42#43#44#45#46#54#56#57#58#59#60
199216079|1#2#36#40#41#42#43#44#47#53
199216665|1#5#6#7#9#11#15#16#17#18#20#21#23#24#25#26#27#28#29#30#31#34#35#36#40#48#50#59#60
199217978|1#2#7#8#13#14#15#16#17#19#20#22#23#25#27#31#35#36#40#41#43#45#46#48#49#53
199218856|1#2#3#4#5#6#9#10#11#12#14#15#16#17#24#28#29#36#37#38#40#41#43#44#45#47#48#49#51#52#53#54#60
199220081|10#12#14#22#27#33#36#41#47#60
199220919|8#13#18#31#39#40#41#57#58#59
199221520|1#6#7#12#13#17#20#21#23#24#26#28#29#31#32#33#37#41#50#54#55#60
199222657|2#3#4#7#10#12#14#15#17#18#19#21#22#25#26#27#29#30#32#34#36#39#40#42#43#46#47#48#49#50#51#52#53#54#55#56#57#58#60
199222923|1#2#6#7#8#9#10#13#18#19#21#25#30#47
199222948|1#2#3#8#9#11#24#31#43#54
199223567|2#3#4#12#21#22#28#32#52#59
199223630|1#2#7#8#9#10#11#12#14#15#17#21#23#24#25#26#31#32#33#35#36#37#38#41#43#49#50#52#56#57
199225292|1#4#5#8#10#11#12#17#18#25#26#27#28#29#32#34#35#36#38#39#40#41#57#58
199225423|2#7#9#25#29#32#36#37#46#48#50
199225594|3#4#5#6#11#12#13#17#18#19#25#26#27#29#31#32#33#35#39#41#44#45#46#47#50#51#52#53#54#55#56#60
199226021|6#7#8#9#10#11#13#14#15#17#18#19#20#21#22#23#25#26#27#28#29#30#32#33#34#35#36#37#39#40#41#42#43#46#47
199226405|1#2#3#4#6#9#14#19#20#22#23#24#25#26#27#28#29#30#31#32#33#34#35#36#37#38#39#40#42#44#45#46#47#48#49#50#52#53#54#55#56#57#58#59#60
199227268|4#6#7#11#12#13#14#15#17#18#19#21#23#24#26#27#28#29#30#31#32#34#38#39#40#42#43#44#45#46#48#49#50#51#52#53#54#55#56#57#58
199227637|5#14#22#24#35#36#38#52#54#55#57
199228340|3#15#16#17#22#27#31#32#41#44#45#46#47#48#57#58#59#60
199228696|2#3#4#5#6#7#8#9#11#12#13#14#15#16#17#18#19#20#21#22#23#24#25#26#27#28#29#30#31#32#33#34#35#36#37#38#42#50#54#55#56#57#58#59#60
199228897|1#6#8#9#10#13#14#15#19#21#23#24#25#26#28#29#33#34#35#41#43#46#48#51
199229521|7#40#41#42#43#44#45#46#48#49#50#51#52#55#56#57#59
199232539|5#6#7#9#15#18#19#21#29#32#45#47#48#50#51#57#58#60
199232746|1#2#3#4#16#20#29#30#31#32#33#34#35#37#38#39#40#41#42#43#47#48#49#50#51#52#53#57#58#60
199233236|1#2#31#36#37#38#39#42#43#53#54
199235857|3#17#28#29#37#44#52#53#58#59
199236462|1#6#7#10#11#13#14#15#16#17#20#21#26#29#31#35#36#37#39#40#41#42#43#44#45#46#48#51#54#55#56#57#59
199237027|5#6#10#11#12#13#14#15#16#17#21#23#26#27#28#29#32#34#36#39#40#42
199237093|10#13#23#25#26#33#34#41#42#54
199237161|1#4#5#6#9#12#13#14#18#19#20#21#22#23#24#27#28#29#31#32#33#34#35#36#38#39#40#41#48#50#51#53#54#55#57#59#60
199237706|1#2#6#10#20#22#23#26#31#34#35#36#39#41#44
199238413|6#7#8#13#15#18#19#20#21#22#23#25#26#30#31#35#40#42#43#45#46#47#48#49#51#52#56#60
199238692|28#29#30#31#33#34#35#36#37#38#47#48#59#60
199239109|4#6#7#11#12#13#14#15#19#20#21#22#28#29#34#35#37#38#39#40#42#43#44#47#49#51#52#57#58#59
199239227|17#19#20#21#22#23#24#33#34#39#42#43#44#45#46#48#49#51#52#53#55#59
199240156|17#18#21#22#24#34#37#39#40#41#44#47#48#51#52#54#57#58#59
199240496|7#8#9#10#11#12#13#14#15#16#17#18#19#20#21#22#24#25#31#32#33#34#38#39#45#46#48#49#50#51#52#53#54#55#56#58#59#60
199241067|2#11#16#18#22#27#38#40#42#47#49#52
199241100|1#2#3#4#5#10#11#13#17#18#19#20#21#25#27#38#39#40#41#43#48#50#54#60
199241448|1#3#4#5#6#7#8#9#11#12#13#18#22#26#27#28#29#30#31#32#33#34#35#36#37#38#39#40#41#43#51#55#57#60
199241900|4#9#10#24#25#26#42#43#44#45#47#48
199242290|5#6#9#10#12#13#14#15#18#22#23#24#30#32#33#36#40#41#42#43#44#47#48#50#51#52#55#56#59
199243099|1#3#9#10#11#15#16#17#18#20#21#23#31#38#39#42#46#47#48#49#51#52#53#54#55#57#58#59#60
199243783|2#4#5#6#7#8#9#10#11#12#14#16#17#18#19#20#21#22#26#27#28#36#38#39#42#47#57
199244085|18#19#24#25#30#41#44#48#50#56
199245617|6#8#9#12#14#27#29#31#32#35#36#40#45#47#49#57
199246895|13#26#34#40#41#44#45#46#47#48#50#54#56#59
199247258|23#24#48#49#52#53#55#56#57#58#59#60
199247418|4#8#9#10#11#12#13#14#16#17#37#38#48#49#58#59#60
199247607|1#2#7#10#11#12#14#18#20#21#32#34#36#37#40#49#53#55#58#59#60
199248359|35#36#38#39#40#41#44#48#55#56#59
199249093|2#3#5#7#9#15#16#19#21#23#26#27#31#37#41#42#58
199249323|3#7#8#10#11#12#15#22#23#27#29#31#33#39#43#44#47#48#50#51#54
199249608|3#5#6#41#42#46#47#48#56#57
199249867|9#15#16#17#18#19#20#21#22#23#26#27#28#29#30#31#32#33#34#35#36#44#52#53#54#55#56#60
199250007|1#2#3#4#5#6#7#8#10#11#13#14#17#18#19#20#22#24#25#30#31#35#37#39
199250462|5#6#8#9#10#13#17#18#22#23#24#26#27#28#29#30#36#37#38#42#44#45#46#47#49#50#52#53
199250735|5#10#11#12#14#15#16#19#21#22#23#25#26#30#32#34#35#36#37#38#47#48#51#52#53#54#55#56
199251089|1#3#6#9#10#11#14#15#16#17#18#20#21#22#23#26#28#30#32#33#34#35#37#38#41#47#48#49#50#51#52#53#54#55#56#57#60
199251177|3#6#12#13#15#17#18#19#20#22#28#30#31#33#35#43#47#48#49#50#51
199252745|1#3#4#5#6#7#8#9#10#11#13#15#16#17#18#19#21#22#23#24#25#27#31#32#34#35#37#40#41#42#43#45#47#49#51#54#55#57#59#60
199253000|3#13#14#16#17#26#31#35#38#43#49
199254444|6#7#11#12#14#15#17#18#19#22#23#30#31#39#47#48#49#51#55#58#60
199254478|2#3#10#17#19#28#30#46#47#51#57
199255198|1#2#7#17#18#24#25#27#28#31#32#35#36#41#43#44#46#47#48#50#51#52#54
199256241|1#8#26#27#28#31#32#36#41#42#43#60
199256580|10#18#20#21#22#30#35#45#47#53
199257069|10#16#24#27#30#31#32#33#34#35#36#37#40#42#45#47#50#51#52#56#57#58
199257169|8#9#11#14#17#25#27#28#34#40#41#47
199257198|10#47#49#50#51#52#53#57#58#59
199257369|1#2#3#4#5#6#7#8#9#10#11#12#13#14#15#16#17#18#19#20#21#22#23#24#25#27#28#29#30#31#32#33#34#35#36#38#39#40#41#42#43#44#45#47#48#51#52#54#55#56#57#58#59#60
199259902|1#2#3#4#5#6#7#8#9#10#11#12#13#14#15#16#17#18#19#20#21#22#23#24#25#26#27#28#29#31#32#33#34#35#36#37#38#39#40#41#43#44#45#46#47#48#50#51#52#53#54#55#56#57#58#59#60
199260089|1#9#10#11#21#24#25#34#36#37#38#41#43#46#48#53#55#57#60
199261654|1#4#30#37#38#39#40#41#42#43#50#51#53#54#55#56#59#60
199262313|6#37#39#40#42#43#44#45#46#47#48#49#50#51#53#55#56#57#58#59#60
199263225|3#6#7#18#19#20#21#22#23#24#25#26#27#28#29#30#31#44#45#46#47#48#50#51#52#53#54#55#56#57#58#59#60
199263867|1#2#3#4#9#12#16#27#32#33#35#40#41#44#45#46#47#49#51#53#55#56
199264007|3#9#14#15#16#21#22#23#24#27#28#30#34#37#39
199264736|1#2#3#7#9#10#11#14#15#16#18#19#20#21#22#23#24#25#26#27#28#30#31#32#33#34#35#37#38#40#41#47#48#49#51#52#53#54#59#60
199264867|2#8#23#25#26#27#28#29#31#34#35#46#47#49#50#53#54#55#58#59#60
199265209|2#3#5#6#7#8#9#10#11#13#14#15#16#17#18#19#20#21#23#24#29#36#41#42#45#46#60
199265417|4#5#7#9#10#11#12#13#14#16#17#20#21#24#28#36#37#42#44#45#46#47#49#54#56
199266037|13#14#36#40#41#42#47#54#55#56
199266160|9#14#15#16#18#19#23#24#25#28#29#57#60
199266254|1#2#4#6#25#26#29#34#38#44#47#53#57#60
199267789|1#2#3#4#5#6#7#8#10#11#12#13#14#15#17#18#19#20#21#22#23#24#25#26#27#28#29#30#31#32#33#34#35#36#37#38#59#60
199267911|16#17#18#19#20#21#26#27#40#46
199268078|4#30#33#36#38#39#40#41#42#43#44#45#46#47#48#49#50#51#53#59
199268413|1#6#7#8#9#10#13#15#16#21#23#26#27#28#30#31#33#44#47#48#51
199268591|1#2#3#5#7#8#9#12#15#29#51#52#56#58
199269361|8#9#10#11#12#14#15#17#18#19#20#21#22#23#24#25#26#27#28#29#30#31#32#33#34#36#41#42#43#46#47#51#53#55#58
199269550|1#2#6#8#9#10#15#16#18#20#21#22#24#25#26#27#29#30#31#33#34#35#38#40#42#43#45#46#47#48#49#51#52#54#56#57#59#60
199270160|1#6#23#24#26#28#30#31#32#33#34#35#39#41#43#50#54#55#56#57
199270695|8#10#21#26#31#38#42#43#49#59
199270852|23#24#25#27#28#29#30#33#34#35#36#37#38#39#40#41#42#43#44#48#49#50#51#52#53#54#56#57#58#60
199270975|1#2#3#6#8#10#11#12#13#14#15#16#17#18#19#20#21#23#24#25#26#27#28#29#30#31#32#33#34#35#37#38#39#40#41#42#43#45#46#47#49#50#52#54#55#57#58#59#60
199271890|1#2#3#6#8#9#10#13#18#23#24#25#27#28#32#57#58
199272961|3#5#9#10#14#15#17#19#20#25#30#34#41#44#45#47#50#55#57
199274456|2#5#7#8#9#12#13#14#16#18#19#20#21#23#24#25#27#28#29#31#32#33#37#38#39#40#42#43#44#45#46#48#49#51#52#54#55#56#57#58#59#60
199274559|3#4#7#12#14#17#18#22#25#26#34#37#39#40#41#42#43#44#54#55#56#58
199275210|2#3#5#13#14#20#25#27#30#33#34#35#36#37#38#39#40#41#42#46#48#49#50#51#52#55#56#58#59#60
199276977|15#18#19#22#23#24#26#28#29#33#35#36#37#39#40#41#42#48#49#52#56#59
199277149|3#4#5#6#7#8#9#10#11#12#13#14#16#17#18#19#20#21#22#23#24#25#26#27#28#29#31#34#35#36#37#38#40#41#42#43#44#45#46#47#48#49#50#51#52#53#54#55#56#59
199278359|5#12#14#23#34#38#39#40#45#52#54#55
199278404|1#2#4#6#7#9#11#14#15#16#19#22#23#24#25#26#27#28#31#35#36#42#46#54#59#60
199278477|11#12#13#15#22#26#28#29#30#31#32#34#37#38#43#46#50#52#55#57#59
199279371|1#2#19#24#29#32#47#48#51#52#53#56#58#60
199280472|6#18#29#34#42#52#53#57#58#59
199280540|2#5#7#8#9#14#15#16#18#19#20#21#22#25#26#27#28#29#32#34#36#42#47#48#54#56#57#60
199280803|1#2#3#5#6#7#8#9#10#13#14#15#16#17#18#20#21#22#23#24#25#27#28#30#31#42#44#45#47#48#49#52#53#55#56#59#60
199281663|18#19#20#21#22#23#24#29#53#54#55#56#57#58#59#60
199281897|2#3#4#5#6#7#8#9#10#11#14#15#16#18#19#20#21#22#23#24#25#26#27#28#29#30#35#41#42#44#49#50
199283108|7#9#10#11#12#16#18#26#27#37#38#39#41#44#45#46#50#59#60
199283324|7#11#12#13#17#19#25#27#33#42
199283440|2#9#34#37#39#42#43#45#51#55#59
199284121|1#3#6#7#8#9#10#11#12#13#14#16#17#18#20#22#23#24#25#26#28#30#31#33#36#37#38#39#41#43#44#45#48#53#54#55#56#57#59
199284655|32#33#34#35#36#37#41#42#43#45#46#47#48#49#50#51#52#54
199284951|2#3#5#9#13#16#40#44#49#52#59#60
199285310|1#2#4#5#6#7#8#10#11#14#15#20#21#22#24#29#32#33#34#35#36#37#38#40#41#42#46#54#55#57#58#60
199285874|3#4#7#8#9#10#13#14#15#16#17#19#20#25#26#27#28#29#30#31#35#36#37#38#40#41#42#43#44#45#50#53#55#57#58#59#60
199286182|3#14#19#20#22#23#28#30#35#37#42#43#44#53#55#57#58
199287544|2#5#6#7#8#9#10#11#14#15#16#18#19#21#22#25#27#28#31#33#34#37#40#41#42#47#48#49#51#56
199288283|2#3#4#5#6#7#8#10#12#14#15#16#17#18#19#20#21#22#23#24#25#26#27#28#29#30#31#32#33#34#35#36#37#41#42#43#44#45#46#47#53#54#55#56#57#60
199288743|12#15#16#28#29#30#34#40#41#48#51#53#54#58#60
199290096|4#5#6#7#9#11#12#14#18#20#21#26#29#30#32#49#55#56#58
199290297|5#15#16#17#29#31#32#34#36#37#38#39#40#42#45#48#49#50#51#52#53#54#55#56#57#58#59#60
199292768|1#2#4#5#6#7#8#10#11#12#15#16#17#18#19#21#22#23#25#26#29#30#32#34#36#37#38#39#40#41#42#43#44#45#46#47#48#49#50#51#58#60
199294003|2#12#15#17#19#20#22#23#24#27#28#30#33#34#37#46#50#51#52#54#58
199294283|4#6#7#14#15#17#20#23#25#54
199296069|1#2#3#4#5#6#7#8#9#10#11#12#13#14#15#16#17#18#19#20#21#22#23#24#25#26#27#28#29#30#31#32#33#34#35#36#37#38#39#40#41#42#49#50#51#53#54#55#56#57#58#60
199296540|27#28#29#31#32#33#34#35#36#42#44#47#51#53#55
199296559|7#17#18#23#24#25#36#41#51#53#55#56#58#60
199297869|1#2#3#4#5#6#7#8#9#10#11#12#13#14#15#16#17#18#19#20#21#22#23#24#25#26#27#28#29#30#31#32#33#34#35#36#37#39#40#41#42#43#45#46#47#48#50#51#52#53#58#60
199298023|1#2#3#4#5#6#7#9#10#11#12#13#16#18#19#20#21#22#26#33#34#35#36#38#41#42#43#44#45#46#47#48#49#50#51#52#53#56#57#58#59#60
199298783|1#4#23#24#25#26#31#35#36#37#38#39#40#42#43#44#45#47#52#53#54#57#58#59#60
199299314|9#10#11#12#14#20#21#22#25#29#31#36#46#47#48#49#50#51#52#55#56#59
199299340|1#2#3#5#7#8#9#10#11#12#13#15#18#21#29#30#34#35#37#38#39
199300045|2#4#5#6#11#23#37#44#48#49#51#60
199300370|8#16#17#23#25#33#34#49#50#54#55#58
199301070|1#3#11#15#22#24#25#26#29#30#31#36#37#41#48#51#54#55
199301772|1#11#13#15#16#25#26#27#31#36#39#42#45#47#48#49#55
199301970|14#20#25#33#34#35#43#44#46#47#49#53#55#56
199302067|3#4#5#7#8#10#13#18#21#22#24#27#28#29#30#32#33#34#35#36#37#40#44#56#57#58#59#60
199302243|13#18#19#46#47#48#49#50#51#52#53#57
199302443|2#3#4#5#6#7#9#12#13#14#15#18#19#20#22#23#27#29#33#37#41#49#50#53#55#56
199302454|1#3#6#10#17#21#22#31#34#35#36#38#39#40#41#43#44#45#52#53#56#57#58#59#60
199302777|5#6#7#12#15#17#19#20#24#26#27#28#29#37#39#56#58
199302779|4#5#6#8#9#10#11#12#14#15#16#17#19#21#22#23#28#29#30#31#33#35#41#42#43#44#45#53#57
199303324|2#3#4#5#6#7#9#11#13#14#16#20#23#24#26#29#30#31#36#37#40#42#44#45#54#57#58#60
199305081|2#3#4#5#6#7#8#9#10#11#12#13#14#15#16#17#18#19#20#21#22#23#24#25#26#27#28#29#30#31#32#33#34#35#36#37#38#39#40#42#44#45#47#48#50#51#52#53#54#55#56#57#58#59
199305318|1#2#7#11#13#15#16#20#22#23#35#36#58#59#60
199306031|27#28#31#44#46#49#51#52#53#54#55#56#57#58#59#60
199306434|3#8#9#10#11#12#13#14#15#16#17#18#20#21#22#23#24#25#26#27#28#30#31#32#33#34#36#37#38#47#49#51#52#54#59#60
199307278|4#5#6#7#9#10#15#20#24#29#31#32#34#36#38#40#42#43#44#45#46#47#48#49#50#51#53#54#55#56#57#59#60
199307927|6#9#22#24#25#26#27#28#29#30#31#32#36#39#43#49#54#55#56#59
199308164|1#2#4#5#6#34#35#36#38#40#41#50
199308498|1#2#4#5#6#7#8#9#10#11#12#13#15#18#25#26#50#51#57#60
199308931|1#5#7#12#35#36#37#39#40#41#44#45#47#48#49#50#52#53#54#55#56#57#58#59
199309025|1#2#3#4#5#6#7#9#10#11#12#13#14#15#16#17#18#19#20#21#22#23#24#25#26#27#28#29#31#32#35#40#41#44#47#48#49#50#51#52#53#54#55#58#60
199309714|32#33#38#42#45#47#48#49#52#54#55#56#57#59
199309731|1#2#4#5#6#7#8#9#10#11#12#13#14#15#16#17#18#19#20#21#22#23#24#25#26#27#29#30#31#32#33#34#35#36#37#38#39#40#41#42#43#44#46#47#48#49#50#51#56#57#58#59#60
199309790|6#13#15#16#21#23#24#35#41#42#43#45#46#48#55#58#59
199310112|15#21#38#39#40#41#43#44#46#47#51
199311310|3#4#10#14#15#16#20#21#23#29#30#31#35#36#37#38#39#43#44#51#52#54#55#59#60
199311512|6#8#11#12#14#16#18#19#21#22#26#29#39#40#41#46#50#51
199311557|3#4#9#15#22#37#40#44#46#49#52#55#56
199312590|15#22#25#27#28#30#31#32#34#35#53#57#58
199312793|9#15#20#21#22#26#31#54#56#57#58#60
199312817|1#2#3#4#5#6#7#8#10#11#12#13#14#15#16#17#18#19#20#21#22#23#24#25#26#27#28#29#30#31#33#34#35#37#38#39#40#42#43#44#46#49#50#51#52#53#54#55#56#57#58#60
199316102|3#5#10#13#16#24#31#34#36#37#39#40#45#46#47#48#49#50#51#52#53#54#55#56#57#58#59#60
199317095|40#41#42#43#44#45#50#51#52#53
199317681|6#15#21#23#25#28#30#31#40#47#54#55#57#59
199319967|32#33#35#36#37#39#40#42#44#45#46#47#50#51#52#55
199320237|1#2#3#4#5#6#7#8#12#13#14#15#16#17#18#19#20#21#22#23#25#26#27#28#29#30#31#33#34#35#36#37#38#40#41#42#43#44#45#46#48#49#50#51#52#53#54#55#56#57#58#60
199320487|13#18#19#20#21#25#28#29#37#40#54#56#58#59
199321039|3#4#9#20#21#31#33#34#36#55
199321656|14#18#30#31#32#33#34#35#39#41#43#44#52#57#58#59
199321687|6#12#13#14#23#28#29#30#35#37#38#39#40#53#54#55#57#58#60
199322829|6#12#14#15#17#20#22#25#26#27#28#29#30#32#34#35#37#41#42#43#46#49#50#53#54
199323229|1#9#17#19#20#21#34#36#41#58#59#60
199323519|1#3#10#11#14#15#20#21#28#32#33#35#36#37#39#41#43#44#47#49#50#53#58#59
199323849|5#7#9#11#13#14#15#17#22#24#26#28#29#42#44#45#46#47#48#49#50#51#56
199323853|10#11#12#13#14#15#16#18#19#20#21#22#23#24#25#26#27#28#29#42#43#44#45#50#56#57#58
199326355|16#17#30#31#33#39#40#41#44#45#52#53#54#55#56#58#59#60
199326941|2#4#8#12#13#14#15#17#18#19#20#25#26#27#28#32#36#39#40#41#42#48#52#57#60
199327207|2#3#4#5#10#12#14#15#16#18#19#21#22#25#27#28#31#34#35#36#37#41#44#45#46#50#54#56#59
199327545|1#2#3#4#5#6#7#8#11#12#13#14#15#18#20#21#22#23#24#25#26#27#28#57#59
199328226|1#2#6#16#18#22#24#27#28#29#31#32#34#39#44#52#58
199329656|13#15#16#17#18#21#23#27#28#32#34#35#36#38#39#43#49#56
199329729|16#17#24#26#27#28#29#31#32#34#36#40#41#45#48#51#57
199330170|1#2#3#4#5#6#7#8#9#10#11#12#14#15#16#17#18#19#20#21#22#23#24#25#27#28#29#30#31#32#33#34#35#36#37#38#39#40#41#42#43#44#45#46#47#48#49#50#51#52#53#54#55#56#57#58#59#60
199330547|1#2#3#4#7#8#9#10#22#25#26#27#38#39
199330681|2#3#4#5#6#7#9#12#13#22#29#30#35#41#46#47#48#50#53#58
199331656|3#4#15#16#17#18#19#20#21#22#23#24#25#26#27#28#29#30#31#32#33#34#35#36#37#38#39#40#41#43#44#45#46#47#49#50#51#52#53#54#55#56#57#58#59#60
199331935|9#10#11#12#14#15#16#17#18#19#20#22#23#24#25#26#27#29#30#31#33#35#36#37#38#40#41#42#43#44#45#46#47#48#49#50#54#55#56#57#58#59#60
199332928|4#5#7#11#12#13#16#21#28#29#31#32#38#42#43#44#47#48#50#51#52#53#56#57#58#60
199333309|1#2#3#4#10#11#14#15#17#18#19#20#22#24#26#27#32#33#34#35#39#40#46#49#52#54#55#56#57#58
199333884|6#7#10#12#15#16#17#18#19#20#21#22#23#24#25#26#27#29#31#32#33#34#35#36#37#39#40#43#44#45#47#48#49#50#52#55#57#58#59#60
199335253|7#8#25#26#30#36#45#47#49#50#52#59
199335759|2#3#4#5#7#8#9#10#12#13#17#18#19#25#27#29#30#32#33#34#35#36#37#38#39#40#41#43#44#46#47#48#49#51#53#54#55#56#57#58#59#60
